央卫IPv4,#genre#
咪咕视频HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226143/1/index.m3u8?fmt=ts2hls
咪咕视频HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226146/1/index.m3u8?fmt=ts2hls
咪咕视频HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226149/1/index.m3u8?fmt=ts2hls
咪咕视频HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226151/1/index.m3u8?fmt=ts2hls
咪咕视频HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226157/1/index.m3u8?fmt=ts2hls
咪咕视频HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226230/1/index.m3u8?fmt=ts2hls
优漫卡通,http://39.135.15.93:6610/PLTV/88888888/224/3221225763/1/index.m3u8?fmt=ts2hls
嘉佳卡通,http://39.135.15.93:6610/PLTV/88888888/224/3221225690/1/index.m3u8?fmt=ts2hls
金鹰纪实HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225671/1/index.m3u8?fmt=ts2hls
金鹰纪实HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226064/1/index.m3u8?fmt=ts2hls
金鹰卡通HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225731/1/index.m3u8?fmt=ts2hls
金鹰卡通HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226296/1/index.m3u8?fmt=ts2hls
北京卡酷,http://39.135.15.93:6610/PLTV/88888888/224/3221225732/1/index.m3u8?fmt=ts2hls
哈哈炫动,http://39.135.15.93:6610/PLTV/88888888/224/3221225689/1/index.m3u8?fmt=ts2hls
国学频道,http://39.135.15.93:6610/PLTV/88888888/224/3221225692/1/index.m3u8?fmt=ts2hls
靓妆频道,http://39.135.15.93:6610/PLTV/88888888/224/3221225680/1/index.m3u8?fmt=ts2hls
环球奇观,http://39.135.15.93:6610/PLTV/88888888/224/3221225681/1/index.m3u8?fmt=ts2hls
重庆汽摩,http://39.135.15.93:6610/PLTV/88888888/224/3221225736/1/index.m3u8?fmt=ts2hls
天元围棋HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225714/1/index.m3u8?fmt=ts2hls
天元围棋HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226341/1/index.m3u8?fmt=ts2hls
精彩青少HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226160/1/index.m3u8?fmt=ts2hls
晴彩篮球HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226323/1/index.m3u8?fmt=ts2hls
精彩竞技HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226292/1/index.m3u8?fmt=ts2hls
中华特产HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226347/1/index.m3u8?fmt=ts2hls
贵州卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225776/1/index.m3u8?fmt=ts2hls
贵州2 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225682/1/index.m3u8?fmt=ts2hls
贵州3 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225704/1/index.m3u8?fmt=ts2hls
贵州3 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226158/1/index.m3u8?fmt=ts2hls
贵州3 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226287/1/index.m3u8?fmt=ts2hls
贵州4 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225740/1/index.m3u8?fmt=ts2hls
贵州4 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226280/1/index.m3u8?fmt=ts2hls
贵州5 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225662/1/index.m3u8?fmt=ts2hls
贵州5 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226277/1/index.m3u8?fmt=ts2hls
贵州6 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225672/1/index.m3u8?fmt=ts2hls
贵州6 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226293/1/index.m3u8?fmt=ts2hls
贵州7 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225741/1/index.m3u8?fmt=ts2hls
贵州7 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226274/1/index.m3u8?fmt=ts2hls
贵州7 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226289/1/index.m3u8?fmt=ts2hls
贵州移动电视,http://39.135.15.93:6610/PLTV/88888888/224/3221225774/1/index.m3u8?fmt=ts2hls
贵阳1 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226037/1/index.m3u8?fmt=ts2hls
贵阳1 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225743/1/index.m3u8?fmt=ts2hls
贵阳2 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225684/1/index.m3u8?fmt=ts2hls
贵阳2 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226119/1/index.m3u8?fmt=ts2hls
贵阳4 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225705/1/index.m3u8?fmt=ts2hls
遵义综合HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226026/1/index.m3u8?fmt=ts2hls
遵义综合HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226318/1/index.m3u8?fmt=ts2hls
遵义公共HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226028/1/index.m3u8?fmt=ts2hls
遵义公共HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226320/1/index.m3u8?fmt=ts2hls
遵义都市HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226051/1/index.m3u8?fmt=ts2hls
遵义都市HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226317/1/index.m3u8?fmt=ts2hls
安顺新闻HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226054/1/index.m3u8?fmt=ts2hls
安顺新闻HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226241/1/index.m3u8?fmt=ts2hls
安顺公共HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226034/1/index.m3u8?fmt=ts2hls
安顺公共HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226276/1/index.m3u8?fmt=ts2hls
黔南-1 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226022/1/index.m3u8?fmt=ts2hls
黔南-2 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226025/1/index.m3u8?fmt=ts2hls
毕节1 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226002/1/index.m3u8?fmt=ts2hls
毕节1 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226113/1/index.m3u8?fmt=ts2hls
毕节2 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226021/1/index.m3u8?fmt=ts2hls
毕节2 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226133/1/index.m3u8?fmt=ts2hls
黔西南综合HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225995/1/index.m3u8?fmt=ts2hls
黔西南公共HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226003/1/index.m3u8?fmt=ts2hls
六盘水1 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225772/1/index.m3u8?fmt=ts2hls
六盘水2 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225773/1/index.m3u8?fmt=ts2hls
黔东南综合HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226033/1/index.m3u8?fmt=ts2hls
黔东南综合HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226091/1/index.m3u8?fmt=ts2hls
凯里电视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226062/1/index.m3u8?fmt=ts2hls
凯里电视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226094/1/index.m3u8?fmt=ts2hls
同仁-1 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225775/1/index.m3u8?fmt=ts2hls
同仁-2 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226102/1/index.m3u8?fmt=ts2hls
同仁思南HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226299/1/index.m3u8?fmt=ts2hls
雷山综合HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225998/1/index.m3u8?fmt=ts2hls
雷山综合HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226130/1/index.m3u8?fmt=ts2hls
瓮安电视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226174/1/index.m3u8?fmt=ts2hls
瓮安电视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226294/1/index.m3u8?fmt=ts2hls
家有购物HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226057/1/index.m3u8?fmt=ts2hls
家有购物HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226068/1/index.m3u8?fmt=ts2hls

直播中国,#genre#
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
直播中国精编直播,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
贵州 遵义,https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
广东 韶关,https://gcalic.v.myalicdn.com/gc/zjjjjdl_1/index.m3u8
陕西 渭南,https://gcalic.v.myalicdn.com/gc/zjjmht_1/index.m3u8
安徽 宣城,https://gcalic.v.myalicdn.com/gc/zjjbfh_1/index.m3u8
西藏 林芝,https://gcalic.v.myalicdn.com/gc/zjjybf_1/index.m3u8
四川 峨眉山云海日出,https://gcalic.v.myalicdn.com/gc/emsarm_1/index.m3u8
浙江 舟山,https://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8
青海 祁连山,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
山西 大同,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
新疆天山(定海神针),https://gcalic.v.myalicdn.com/gc/xjtcdhsz_1/index.m3u8
河南 平顶山,https://gcalic.v.myalicdn.com/gc/xjtcmys_1/index.m3u8
河南 信阳,https://gcalic.v.myalicdn.com/gc/xjtcdgs_1/index.m3u8
云南 普洱（澜沧县景迈山）,https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8
陕西 渭南,https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
新疆 昌吉州,https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8
云南 普洱（无量山羊山瀑布）,https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8
陕西西安钟楼,https://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
山东青岛艾山天文台,https://gcalic.v.myalicdn.com/gc/jhs01_1/index.m3u8
重庆李子坝,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
南京玄武湖公园,https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
云南宝山板桥镇青龙街,https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
西藏林芝米林岷山彩门民宿,https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8
新疆天山天池月牙山,https://gcalic.v.myalicdn.com/gc/hkylxs05_1/index.m3u8
陕西西安大雁塔,https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
陕西西安阎良关山石川河,https://gcalic.v.myalicdn.com/gc/nss01_1/index.m3u8
云南西双版纳千年古寨慢丢,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8
河南焦作红石峡,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
浙江舟山东极岛,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8
云南半山隆阳区拦河坝水库,https://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8
辽宁沈阳浑河桥,https://gcalic.v.myalicdn.com/gc/ljgcdsc_1/index.m3u8
重庆巫山长江画卷,https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8
江苏宿迁骆马湖罗曼园,https://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8
云南昆明寻甸县城区,https://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8
青海门源仙米国家森林公园,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8
浙江乌镇蓝印花布,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8
浙江乌镇西市河,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
浙江乌镇龙形田,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
浙江乌镇白莲塔,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
河南信阳何家寨房车露营基地,https://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8
北京怀柔黄花城水长城,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
安徽黄山卧云峰,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8
甘肃敦煌月牙泉,https://gcalic.v.myalicdn.com/gc/dhyyqst_1/index.m3u8
云南德宏勐焕大金塔,https://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8
四川阿坝黄龙五彩池,https://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8
河南鹤壁浚县古城区北城门,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
黑龙江萝北县嘟噜河,https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8
陕西咸阳乾陵,https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8
西藏山南浪卡子县鲁日拉观景台,https://gcalic.v.myalicdn.com/gc/hkts07_1/index.m3u8
湖南邵阳崀山八角寨,https://gcalic.v.myalicdn.com/gc/hkts02_1/index.m3u8
河北承德金山岭长城,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
云南红河民族风情旅游月亮小镇,https://gcalic.v.myalicdn.com/gc/hsyg_1/index.m3u8
安徽黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8
陕西西安长安三河水库,https://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8
吉林临江门大桥,https://gcalic.v.myalicdn.com/gc/zh03_1/index.m3u8
安徽黟县芦村远眺,https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
河南南阳方城德云山景区,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
陕西渭南蒲城县中心广场,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
河南商丘永城市日月湖景区,https://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
云南大理驿云南茶马古道,https://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8
北京怀柔黄花城水长城,https://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8
西藏日喀则珠穆朗玛峰,https://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8
云南宝山比顿咖啡产业文化园,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8
湖北武汉黄鹤楼,https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8

经典电影,#genre#
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
人在囧途,https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8
人在囧途之泰囧,https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8
人在囧途之港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
人在囧途之囧妈,https://vip.ffzy-online.com/20230122/54089_b5925cb9/index.m3u8
无间道1,https://vip.ffzy-play6.com/20221017/13_ddfc1740/index.m3u8
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
卧虎藏龙,https://vip.ffzy-play6.com/20221019/118_1367b8f6/index.m3u8
赛车,http://cfss.cc/cdn/hy/11279247.flv
死神来了,http://cfss.cc/cdn/hy/11352903.flv

斗鱼轮播全网,#genre#
林ZY英 2,http://zzy789.xyz/douyu1.php?id=218859
斗鱼频道,http://zzy789.xyz/douyu1.php?id=8770422
斗鱼频道,http://zzy789.xyz/douyu1.php?id=218859
斗鱼频道,http://zzy789.xyz/douyu1.php?id=9292492
鬼片恐怖,http://zzy789.xyz/douyu1.php?id=2935323
恐怖故事,http://zzy789.xyz/douyu1.php?id=2337939
怡宝影院,http://zzy789.xyz/douyu1.php?id=434971
粤语电影,http://zzy789.xyz/douyu1.php?id=6566671
苹果影院,http://zzy789.xyz/douyu1.php?id=2793084
午夜故事,http://zzy789.xyz/douyu1.php?id=8722254
译y制国语,http://zzy789.xyz/douyu1.php?id=2436390
蚂蚱影院,http://zzy789.xyz/douyu1.php?id=6079455
贝b爷求生,http://zzy789.xyz/douyu1.php?id=454867
恐怖片,http://zzy789.xyz/douyu1.php?id=263824
斗鱼电影10,http://zzy789.xyz/douyu1.php?id=2935323
斗鱼电影22,http://zzy789.xyz/douyu1.php?id=1979257
斗鱼电影26,http://zzy789.xyz/douyu1.php?id=8413092
斗鱼电影71,http://zzy789.xyz/douyu1.php?id=2987100
斗鱼电影81,http://zzy789.xyz/douyu1.php?id=3870925
斗鱼电影97,http://zzy789.xyz/douyu1.php?id=8867878
斗鱼电影105,http://zzy789.xyz/douyu1.php?id=4290711
斗鱼电影108,http://zzy789.xyz/douyu1.php?id=6566671
斗鱼电影110,http://zzy789.xyz/douyu1.php?id=8415464
斗鱼电影111,http://zzy789.xyz/douyu1.php?id=8475821
斗鱼电影113,http://zzy789.xyz/douyu1.php?id=5522351
斗鱼电影114,http://zzy789.xyz/douyu1.php?id=562225
斗鱼电影116,http://zzy789.xyz/douyu1.php?id=8651489
斗鱼电影117,http://zzy789.xyz/douyu1.php?id=338759
斗鱼电影120,http://zzy789.xyz/douyu1.php?id=5354713
斗鱼电影124,http://zzy789.xyz/douyu1.php?id=2793084
斗鱼电影125,http://zzy789.xyz/douyu1.php?id=5067952
斗鱼电影129,http://zzy789.xyz/douyu1.php?id=413573
斗鱼电影130,http://zzy789.xyz/douyu1.php?id=8014467
斗鱼电影134,http://zzy789.xyz/douyu1.php?id=6725858
斗鱼电影135,http://zzy789.xyz/douyu1.php?id=7476264
斗鱼电影137,http://zzy789.xyz/douyu1.php?id=1274132
斗鱼电影141,http://zzy789.xyz/douyu1.php?id=7623292
斗鱼电影145,http://zzy789.xyz/douyu1.php?id=5033502
斗鱼电影151,http://zzy789.xyz/douyu1.php?id=426517
斗鱼电影153,http://zzy789.xyz/douyu1.php?id=8799435
斗鱼电影155,http://zzy789.xyz/douyu1.php?id=4258555
斗鱼电影158,http://zzy789.xyz/douyu1.php?id=8788687
斗鱼电影165,http://zzy789.xyz/douyu1.php?id=8705754
斗鱼电影169,http://zzy789.xyz/douyu1.php?id=7528160

甘肃[全网],#genre#
CCTV-1,http://[2409:8087:74d9:21::6]/270000001128/9900000001/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002133/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002135/index.m3u8#http://[2409:8087:74d9:21::6]/270000001111/1110000202/index.m3u8#http://[2409:8087:74d9:21::6]/270000001111/1110000301/index.m3u8
CCTV-2,http://[2409:8087:74d9:21::6]/270000001111/1110000302/index.m3u8
CCTV-3,http://[2409:8087:74d9:21::6]/270000001128/9900000003/index.m3u8#http://[2409:8087:74d9:21::6]/270000001111/1110000303/index.m3u8
CCTV-4中文国际,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002173/index.m3u8
CCTV-5,http://[2409:8087:74d9:21::6]/270000001128/9900000005/index.m3u8#http://[2409:8087:74d9:21::6]/270000001111/1110000305/index.m3u8
CCTV-6,http://[2409:8087:74d9:21::6]/270000001128/9900000006/index.m3u8#http://[2409:8087:74d9:21::6]/270000001111/1110000307/index.m3u8
CCTV-7国防军事,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002141/index.m3u8
CCTV-8,http://[2409:8087:74d9:21::6]/270000001128/9900000008/index.m3u8#http://[2409:8087:74d9:21::6]/270000001111/1110000309/index.m3u8
CCTV-9,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002144/index.m3u8
CCTV-10,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002146/index.m3u8
CCTV-11戏曲,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002177/index.m3u8
CCTV-12,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002147/index.m3u8
CCTV-13,http://[2409:8087:74d9:21::6]/270000001111/1110000314/index.m3u8
CCTV-14,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002148/index.m3u8
CCTV-15音乐,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002181/index.m3u8
CCTV-16,http://[2409:8087:74d9:21::6]/270000001128/9900000016/index.m3u8
CCTV-17,http://[2409:8087:74d9:21::6]/270000001111/1110000391/index.m3u8
CCTV-5+,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002139/index.m3u8#http://[2409:8087:74d9:21::6]/270000001111/1110000306/index.m3u8
CCTV-高尔夫网球,http://[2409:8087:74d9:21::6]/270000001128/9900000094/index.m3u8
CCTV-中视购物,http://[2409:8087:74d9:21::6]/270000001128/9900000078/index.m3u8
CCTV-1综合,http://[2409:8087:74d9:21::6]/270000001111/1110000201/index.m3u8
CCTV-13新闻,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002179/index.m3u8
CGTN,http://[2409:8087:74d9:21::6]/270000001128/9900000063/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002182/index.m3u8
CGTN纪录,http://[2409:8087:74d9:21::6]/270000001128/9900000062/index.m3u8
CGTN法语,http://[2409:8087:74d9:21::6]/270000001128/9900000087/index.m3u8
CGTN西班牙语,http://[2409:8087:74d9:21::6]/270000001128/9900000088/index.m3u8
CGTN阿拉伯语,http://[2409:8087:74d9:21::6]/270000001128/9900000086/index.m3u8
CGTN俄罗斯语,http://[2409:8087:74d9:21::6]/270000001128/9900000085/index.m3u8
中国教育1,http://[2409:8087:74d9:21::6]/270000001128/9900000046/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002242/index.m3u8
中国教育2,http://[2409:8087:74d9:21::6]/270000001128/9900000071/index.m3u8
中国教育4,http://[2409:8087:74d9:21::6]/270000001128/9900000072/index.m3u8
央广购物,http://[2409:8087:74d9:21::6]/270000001128/9900000076/index.m3u8#http://[2409:8087:74d9:21::6]/270000001128/9900000079/index.m3u8
湖南卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002143/index.m3u8
江苏卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002137/index.m3u8
浙江卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002206/index.m3u8
东方卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002207/index.m3u8
广东卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002203/index.m3u8
深圳卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002140/index.m3u8
北京卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002145/index.m3u8
天津卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002205/index.m3u8
山东卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002202/index.m3u8
湖北卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002204/index.m3u8
黑龙江卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002142/index.m3u8
河北卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000057/index.m3u8
安徽卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002200/index.m3u8
辽宁卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002201/index.m3u8
四川卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000025/index.m3u8
广西卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000034/index.m3u8
云南卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000035/index.m3u8
河南卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000027/index.m3u8
贵州卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000036/index.m3u8
吉林卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000030/index.m3u8
海南卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000037/index.m3u8
甘肃卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000023/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002160/index.m3u8#http://[2409:8087:74d9:21::6]/270000001111/1110000322/index.m3u8
河北卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002229/index.m3u8
贵州卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002231/index.m3u8
大湾区卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000075/index.m3u8
山西卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000053/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002214/index.m3u8
青海卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000042/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002235/index.m3u8
云南卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002230/index.m3u8
河南卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002221/index.m3u8
陕西卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000026/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002220/index.m3u8
吉林卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002224/index.m3u8
广西卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002228/index.m3u8
西藏卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000043/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002236/index.m3u8
内蒙古卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000044/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002237/index.m3u8
四川卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002219/index.m3u8
宁夏卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000047/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002239/index.m3u8
重庆卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002218/index.m3u8
新疆卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000045/index.m3u8#http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002238/index.m3u8
海南卫视,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002232/index.m3u8
兵团卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000059/index.m3u8
厦门卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000058/index.m3u8
三沙卫视,http://[2409:8087:74d9:21::6]/270000001111/1110000392/index.m3u8
延边卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000073/index.m3u8
康巴卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000066/index.m3u8
安多卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000064/index.m3u8
农林卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000060/index.m3u8
山东教育卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000067/index.m3u8
